id,created_at,total_price,financial_status,order_number
2.15938E+12,5/16/20,8,paid,94769
2.15938E+12,5/16/20,8,paid,94770
2.15938E+12,5/16/20,8,paid,94772
2.15938E+12,5/16/20,8,paid,94773
2.15938E+12,5/16/20,8,paid,94774
2.15938E+12,5/16/20,8,paid,94776
2.15938E+12,5/16/20,8,paid,94777
2.15938E+12,5/16/20,8,paid,94778
2.15938E+12,5/16/20,8,paid,94781
2.15938E+12,5/16/20,8,paid,94782
2.15938E+12,5/16/20,8,paid,94784
2.15938E+12,5/16/20,8,paid,94785
2.15938E+12,5/16/20,8,paid,94787
2.15938E+12,5/16/20,8,paid,94788
2.15938E+12,5/16/20,8,paid,94789
2.15938E+12,5/16/20,8,paid,94790
2.15938E+12,5/16/20,8,paid,94791
2.15938E+12,5/16/20,8,paid,94792
2.15938E+12,5/16/20,8,paid,94793
2.15938E+12,5/16/20,8,paid,94794
2.15939E+12,5/16/20,8,paid,94795
2.15939E+12,5/16/20,8,paid,94796
2.15939E+12,5/16/20,8,paid,94797
2.15939E+12,5/16/20,8,paid,94798
2.15939E+12,5/16/20,8,paid,94799
2.15939E+12,5/16/20,8,paid,94800
2.15939E+12,5/16/20,8,paid,94801
2.15939E+12,5/16/20,8,paid,94802
2.15939E+12,5/16/20,8,paid,94804
2.15939E+12,5/16/20,8,paid,94805
2.15939E+12,5/16/20,8,paid,94806
2.15939E+12,5/16/20,8,paid,94807
2.15939E+12,5/16/20,8,paid,94809
2.15939E+12,5/16/20,8,paid,94811
2.15939E+12,5/16/20,8,paid,94812
2.15939E+12,5/16/20,8,paid,94813
2.15939E+12,5/16/20,8,paid,94816
2.15939E+12,5/16/20,8,paid,94818
2.15939E+12,5/16/20,8,paid,94825
2.15939E+12,5/16/20,8,paid,94828
2.15939E+12,5/16/20,8,paid,94829
2.15939E+12,5/16/20,8,paid,94831
2.15939E+12,5/16/20,8,paid,94840
2.15939E+12,5/16/20,8,paid,94841
2.15939E+12,5/16/20,8,paid,94852
2.15939E+12,5/16/20,8,paid,94857
2.1594E+12,5/16/20,8,paid,94865
2.1594E+12,5/16/20,8,paid,94869
2.1594E+12,5/16/20,8,paid,94875
2.1594E+12,5/16/20,8,paid,94880
2.1594E+12,5/16/20,8,paid,94884
2.1594E+12,5/16/20,8,paid,94886
2.1594E+12,5/16/20,8,paid,94889
2.1594E+12,5/16/20,8,paid,94890
2.1594E+12,5/16/20,8,paid,94891
2.1594E+12,5/16/20,8,paid,94895
2.1594E+12,5/16/20,8,paid,94897
2.1594E+12,5/16/20,8,paid,94899
2.1594E+12,5/16/20,8,paid,94902
2.1594E+12,5/16/20,8,paid,94906
2.1594E+12,5/16/20,8,paid,94913
2.1594E+12,5/16/20,8,paid,94917
2.15941E+12,5/16/20,8,paid,94924
2.15941E+12,5/16/20,8,paid,94930
2.15941E+12,5/16/20,8,paid,94934
2.15941E+12,5/16/20,8,paid,94939
2.15941E+12,5/16/20,8,paid,94944
2.15941E+12,5/16/20,8,paid,94951
2.15941E+12,5/16/20,8,paid,94955
2.15941E+12,5/16/20,8,paid,94957
2.15941E+12,5/16/20,8,paid,94959
2.15941E+12,5/16/20,8,paid,94963
2.15941E+12,5/16/20,8,paid,94971
2.15941E+12,5/16/20,8,paid,94972
2.15941E+12,5/16/20,8,paid,94973
2.15941E+12,5/16/20,8,paid,94974
2.15941E+12,5/16/20,8,paid,94977
2.15941E+12,5/16/20,8,paid,94978
2.15941E+12,5/16/20,8,paid,94979
2.15941E+12,5/16/20,8,paid,94980
2.15941E+12,5/16/20,8,paid,94981
2.15941E+12,5/16/20,8,paid,94982
2.15941E+12,5/16/20,8,paid,94983
2.15941E+12,5/16/20,8,paid,94984
2.15941E+12,5/16/20,8,paid,94985
2.15941E+12,5/16/20,8,paid,94986
2.15941E+12,5/16/20,8,paid,94987
2.15941E+12,5/16/20,8,paid,94988
2.15941E+12,5/16/20,8,paid,94989
2.15941E+12,5/16/20,8,paid,94990
2.15941E+12,5/16/20,8,paid,94992
2.15941E+12,5/16/20,8,paid,94993
2.15941E+12,5/16/20,8,paid,94995
2.15941E+12,5/16/20,8,paid,94997
2.15941E+12,5/16/20,6,paid,94999
2.15942E+12,5/16/20,8,paid,95001
2.15942E+12,5/16/20,8,paid,95002
2.15942E+12,5/16/20,8,paid,95003
2.15942E+12,5/16/20,8,paid,95004
2.15942E+12,5/16/20,8,paid,95005
2.15942E+12,5/16/20,8,paid,95007
2.15942E+12,5/16/20,8,paid,95008
2.15942E+12,5/16/20,8,paid,95009
2.15942E+12,5/16/20,5.33,paid,95010
2.15942E+12,5/16/20,8.57,paid,95011
2.15942E+12,5/16/20,8,paid,95012
2.15942E+12,5/16/20,8,paid,95013
2.15942E+12,5/16/20,8,paid,95014
2.15942E+12,5/16/20,8,paid,95015
2.15942E+12,5/16/20,8,paid,95017
2.15942E+12,5/16/20,8,paid,95018
2.15942E+12,5/16/20,8,paid,95019
2.15942E+12,5/16/20,8,paid,95020
2.15942E+12,5/16/20,8,paid,95021
2.15942E+12,5/16/20,8,paid,95022
2.15942E+12,5/16/20,8,paid,95023
2.15942E+12,5/16/20,8,paid,95025
2.15942E+12,5/16/20,8,paid,95026
2.15942E+12,5/16/20,8,paid,95027
2.15942E+12,5/16/20,8,paid,95028
2.15942E+12,5/16/20,8,paid,95029
2.15942E+12,5/16/20,8,paid,95031
2.15942E+12,5/16/20,8,paid,95032
2.15942E+12,5/16/20,8,paid,95033
2.15942E+12,5/16/20,8,paid,95034
2.15942E+12,5/16/20,8,paid,95035
2.15942E+12,5/16/20,8,paid,95036
2.15942E+12,5/16/20,8,paid,95040
2.15942E+12,5/16/20,8,paid,95041
2.15942E+12,5/16/20,8,paid,95042
2.15942E+12,5/16/20,8,paid,95043
2.15942E+12,5/16/20,8,paid,95044
2.15942E+12,5/16/20,8,paid,95046
2.15942E+12,5/16/20,8,paid,95047
2.15942E+12,5/16/20,8,paid,95048
2.15942E+12,5/16/20,8,paid,95049
2.15942E+12,5/16/20,8,paid,95050
2.15942E+12,5/16/20,8,paid,95051
2.15942E+12,5/16/20,8,paid,95052
2.15942E+12,5/16/20,8,paid,95053
2.15942E+12,5/16/20,8,paid,95054
2.15942E+12,5/16/20,8,paid,95056
2.15942E+12,5/16/20,8.57,paid,95057
2.15942E+12,5/16/20,8,paid,95058
2.15942E+12,5/16/20,8,paid,95059
2.15942E+12,5/16/20,8,paid,95060
2.15942E+12,5/16/20,8,paid,95061
2.15942E+12,5/16/20,8,paid,95062
2.15942E+12,5/16/20,8,paid,95063
2.15942E+12,5/16/20,8,paid,95064
2.15942E+12,5/16/20,8,paid,95066
2.15942E+12,5/16/20,8,paid,95067
2.15942E+12,5/16/20,8,paid,95068
2.15942E+12,5/16/20,8,paid,95069
2.15942E+12,5/16/20,8,paid,95070
2.15942E+12,5/16/20,8,paid,95071
2.15942E+12,5/16/20,8,paid,95072
2.15942E+12,5/16/20,8,paid,95073
2.15942E+12,5/16/20,8,paid,95074
2.15942E+12,5/16/20,8,paid,95075
2.15942E+12,5/16/20,8,paid,95076
2.15942E+12,5/16/20,8,paid,95077
2.15942E+12,5/16/20,8,paid,95078
2.15942E+12,5/16/20,5,paid,95079
2.15942E+12,5/16/20,8,paid,95080
2.15942E+12,5/16/20,8.57,paid,95081
2.15942E+12,5/16/20,8,paid,95082
2.15942E+12,5/16/20,8,paid,95083
2.15942E+12,5/16/20,8,paid,95084
2.15942E+12,5/16/20,8,paid,95085
2.15942E+12,5/16/20,8,paid,95086
2.15942E+12,5/16/20,8,paid,95087
2.15942E+12,5/16/20,8,paid,95088
2.15942E+12,5/16/20,8,paid,95089
2.15942E+12,5/16/20,8,paid,95090
2.15943E+12,5/16/20,5,paid,95093
2.15943E+12,5/16/20,8,paid,95094
2.15943E+12,5/16/20,8,paid,95095
2.15943E+12,5/16/20,8,paid,95096
2.15943E+12,5/16/20,8,paid,95099
2.15943E+12,5/16/20,8,paid,95101
2.15943E+12,5/16/20,8,paid,95102
2.15943E+12,5/16/20,8,paid,95103
2.15943E+12,5/16/20,8,paid,95104
2.15943E+12,5/16/20,8,paid,95105
2.15943E+12,5/16/20,5,paid,95106
2.15943E+12,5/16/20,8,paid,95107
2.15943E+12,5/16/20,8,paid,95108
2.15943E+12,5/16/20,8,paid,95109
2.15943E+12,5/16/20,8,paid,95110
2.15943E+12,5/16/20,8,paid,95111
2.15943E+12,5/16/20,8,paid,95112
2.15943E+12,5/16/20,8,paid,95113
2.15943E+12,5/16/20,8,paid,95114
2.15943E+12,5/16/20,8,paid,95115
2.15943E+12,5/16/20,8,paid,95116
2.15943E+12,5/16/20,8,paid,95117
2.15943E+12,5/16/20,8,paid,95118
2.15943E+12,5/16/20,8,paid,95119
2.15943E+12,5/16/20,8,paid,95120
2.15943E+12,5/16/20,8,paid,95121
2.15943E+12,5/16/20,8,paid,95122
2.15943E+12,5/16/20,8,paid,95123
2.15943E+12,5/16/20,8,paid,95124
2.15943E+12,5/16/20,8,paid,95125
2.15943E+12,5/16/20,8,paid,95127
2.15943E+12,5/16/20,8,paid,95128
2.15943E+12,5/16/20,5,paid,95129
2.15943E+12,5/16/20,8,paid,95130
2.15943E+12,5/16/20,8,paid,95132
2.15943E+12,5/16/20,8.57,paid,95133
2.15943E+12,5/16/20,8,paid,95134
2.15943E+12,5/16/20,8,paid,95135
2.15943E+12,5/16/20,8,paid,95136
2.15943E+12,5/16/20,8,paid,95137
2.15943E+12,5/16/20,8,paid,95138
2.15943E+12,5/16/20,8,paid,95139
2.15943E+12,5/16/20,8,paid,95140
2.15943E+12,5/16/20,5,paid,95141
2.15943E+12,5/16/20,8,paid,95142
2.15943E+12,5/16/20,8,paid,95143
2.15943E+12,5/16/20,8,paid,95144
2.15943E+12,5/16/20,8,paid,95145
2.15943E+12,5/16/20,8,paid,95146
2.15943E+12,5/16/20,8,paid,95147
2.15943E+12,5/16/20,8,paid,95148
2.15943E+12,5/16/20,8,paid,95149
2.15943E+12,5/16/20,8,paid,95150
2.15943E+12,5/16/20,8,paid,95151
2.15943E+12,5/16/20,8,paid,95152
2.15943E+12,5/16/20,8,paid,95153
2.15943E+12,5/16/20,8,paid,95155
2.15943E+12,5/16/20,8,paid,95156
2.15943E+12,5/16/20,8,paid,95157
2.15943E+12,5/16/20,8,paid,95158
2.15943E+12,5/16/20,8,paid,95159
2.15943E+12,5/16/20,8,paid,95160
2.15943E+12,5/16/20,8,paid,95161
2.15943E+12,5/16/20,8,paid,95162
2.15943E+12,5/16/20,8,paid,95163
2.15943E+12,5/16/20,8,paid,95164
2.15943E+12,5/16/20,8,paid,95165
2.15943E+12,5/16/20,8,paid,95166
2.15943E+12,5/16/20,8,paid,95167
2.15943E+12,5/16/20,8,paid,95168
2.15943E+12,5/16/20,8,paid,95169
2.15943E+12,5/16/20,8,paid,95170
2.15943E+12,5/16/20,8,paid,95171
2.15943E+12,5/16/20,8,paid,95172
2.15943E+12,5/16/20,8,paid,95173
2.15943E+12,5/16/20,8,paid,95174
2.15944E+12,5/16/20,8,paid,95175
2.15944E+12,5/16/20,8,paid,95177
2.15944E+12,5/16/20,8,paid,95178
2.15944E+12,5/16/20,8.57,paid,95179
2.15944E+12,5/16/20,8.57,paid,95180
2.15944E+12,5/16/20,8,paid,95181
2.15944E+12,5/16/20,8,paid,95182
2.15944E+12,5/16/20,8,paid,95184
2.15944E+12,5/16/20,5,paid,95185
2.15944E+12,5/16/20,8,paid,95186
2.15944E+12,5/16/20,8,paid,95187
2.15944E+12,5/16/20,8,paid,95188
2.15944E+12,5/16/20,8,paid,95189
2.15944E+12,5/16/20,8,paid,95190
2.15944E+12,5/16/20,5,paid,95191
2.15944E+12,5/16/20,8,paid,95192
2.15944E+12,5/16/20,8,paid,95193
2.15944E+12,5/16/20,8,paid,95194
2.15944E+12,5/16/20,8,paid,95195
2.15944E+12,5/16/20,8,paid,95196
2.15944E+12,5/16/20,8,paid,95197
2.15944E+12,5/16/20,8,paid,95198
2.15944E+12,5/16/20,8,paid,95200
2.15944E+12,5/16/20,8,paid,95201
2.15944E+12,5/16/20,8,paid,95202
2.15944E+12,5/16/20,8,paid,95203
2.15944E+12,5/16/20,5,paid,95204
2.15944E+12,5/16/20,8,paid,95205
2.15944E+12,5/16/20,8,paid,95206
2.15944E+12,5/16/20,8,paid,95207
2.15944E+12,5/16/20,8,paid,95208
2.15944E+12,5/16/20,8,paid,95209
2.15944E+12,5/16/20,8,paid,95210
2.15944E+12,5/16/20,8,paid,95211
2.15944E+12,5/16/20,8,paid,95212
2.15944E+12,5/16/20,5,paid,95213
2.15944E+12,5/16/20,8,paid,95215
2.15944E+12,5/16/20,8,paid,95216
2.15944E+12,5/16/20,5,paid,95217
2.15944E+12,5/16/20,8,paid,95218
2.15944E+12,5/16/20,8,paid,95219
2.15944E+12,5/16/20,8,paid,95220
2.15944E+12,5/16/20,8,paid,95221
2.15944E+12,5/16/20,8,paid,95222
2.15944E+12,5/16/20,8,paid,95223
2.15944E+12,5/16/20,8,paid,95224
2.15944E+12,5/16/20,8,paid,95225
2.15944E+12,5/16/20,8,paid,95226
2.15944E+12,5/16/20,8,paid,95227
2.15944E+12,5/16/20,8,paid,95229
2.15944E+12,5/16/20,8,paid,95231
2.15944E+12,5/16/20,8,paid,95233
2.15944E+12,5/16/20,8,paid,95234
2.15944E+12,5/16/20,8,paid,95235
2.15944E+12,5/16/20,8,paid,95236
2.15944E+12,5/16/20,8,paid,95238
2.15944E+12,5/16/20,8,paid,95239
2.15944E+12,5/16/20,8,paid,95240
2.15944E+12,5/16/20,8,paid,95241
2.15944E+12,5/16/20,5,paid,95242
2.15944E+12,5/16/20,8,paid,95244
2.15944E+12,5/16/20,8,paid,95245
2.15944E+12,5/16/20,8,paid,95246
2.15944E+12,5/16/20,8,paid,95247
2.15944E+12,5/16/20,8,paid,95248
2.15944E+12,5/16/20,8,paid,95250
2.15944E+12,5/16/20,8,paid,95251
2.15944E+12,5/16/20,8,paid,95253
2.15944E+12,5/16/20,8,paid,95254
2.15944E+12,5/16/20,8,paid,95255
2.15945E+12,5/16/20,8,paid,95258
2.15945E+12,5/16/20,8,paid,95259
2.15945E+12,5/16/20,8,paid,95260
2.15945E+12,5/16/20,8,paid,95261
2.15945E+12,5/16/20,8,paid,95262
2.15945E+12,5/16/20,8,paid,95263
2.15945E+12,5/16/20,8,paid,95264
2.15945E+12,5/16/20,8,paid,95266
2.15945E+12,5/16/20,8,paid,95267
2.15945E+12,5/16/20,8,paid,95269
2.15945E+12,5/16/20,8,paid,95270
2.15945E+12,5/16/20,8,paid,95271
2.15945E+12,5/16/20,8,paid,95272
2.15945E+12,5/16/20,8,paid,95274
2.15945E+12,5/16/20,8,paid,95275
2.15945E+12,5/16/20,8,paid,95276
2.15945E+12,5/16/20,8,paid,95277
2.15945E+12,5/16/20,8,paid,95278
2.15945E+12,5/16/20,8,paid,95279
2.15945E+12,5/16/20,8,paid,95280
2.15945E+12,5/16/20,8,paid,95281
2.15945E+12,5/16/20,8,paid,95282
2.15945E+12,5/16/20,8,paid,95283
2.15945E+12,5/16/20,8,paid,95284
2.15945E+12,5/16/20,8.57,paid,95286
2.15945E+12,5/16/20,8.57,paid,95288
2.15946E+12,5/16/20,8,paid,95289
2.15954E+12,5/16/20,8,paid,95290
2.15962E+12,5/16/20,8,paid,95292
2.15965E+12,5/16/20,8,paid,95294
2.15967E+12,5/16/20,8,paid,95296
2.15968E+12,5/16/20,8,paid,95297
2.15968E+12,5/16/20,8,paid,95298
2.15971E+12,5/16/20,8,paid,95299
2.15972E+12,5/16/20,40,paid,95300
2.15972E+12,5/16/20,8,paid,95301
2.15973E+12,5/16/20,8,paid,95302
2.15973E+12,5/16/20,8,paid,95303
2.15974E+12,5/16/20,8.57,paid,95304
2.15977E+12,5/16/20,8,paid,95305
2.15978E+12,5/16/20,8,paid,95306
2.15979E+12,5/16/20,8,paid,95307
2.15981E+12,5/16/20,8,paid,95308
2.15983E+12,5/16/20,8,paid,95309
2.15984E+12,5/16/20,8,paid,95310
2.15984E+12,5/16/20,8,paid,95311
2.15989E+12,5/16/20,8,paid,95312
2.15993E+12,5/16/20,8,paid,95313
2.15993E+12,5/16/20,8,paid,95314
2.15994E+12,5/16/20,8,paid,95315
2.15994E+12,5/16/20,8,paid,95316
2.15995E+12,5/16/20,8,paid,95317
2.15995E+12,5/16/20,8,paid,95318
2.15997E+12,5/16/20,8,paid,95319
2.15998E+12,5/16/20,8,paid,95320
2.15999E+12,5/16/20,8,paid,95321
2.16005E+12,5/16/20,8,paid,95323
2.16011E+12,5/16/20,8,paid,95324
2.16013E+12,5/16/20,8,paid,95326
2.16014E+12,5/16/20,8,paid,95327
2.16014E+12,5/16/20,8,paid,95328
2.16016E+12,5/16/20,8,paid,95329
2.1602E+12,5/16/20,8,paid,95330
2.1602E+12,5/16/20,8,paid,95331
2.16021E+12,5/16/20,8,paid,95332
2.16024E+12,5/16/20,8,paid,95333
2.16025E+12,5/16/20,8,paid,95334
2.16027E+12,5/16/20,6.4,paid,95335
2.16032E+12,5/16/20,8,paid,95355
2.16033E+12,5/16/20,8,paid,95356
2.16033E+12,5/16/20,8,paid,95357
2.16033E+12,5/16/20,8,paid,95358
2.16036E+12,5/16/20,8,paid,95365
2.16036E+12,5/16/20,8,paid,95370
2.16037E+12,5/16/20,8,paid,95372
2.16038E+12,5/16/20,8,paid,95374
2.16039E+12,5/16/20,6.4,paid,95375
2.1604E+12,5/16/20,8,paid,95376
2.16041E+12,5/16/20,40,paid,95377
2.16046E+12,5/16/20,8,paid,95378
2.16048E+12,5/16/20,8,paid,95379
2.16051E+12,5/16/20,8,paid,95381
2.16065E+12,5/17/20,8,paid,95397
2.16066E+12,5/17/20,8,paid,95398
2.16068E+12,5/17/20,8,paid,95399
2.16068E+12,5/17/20,8,paid,95400
2.16069E+12,5/17/20,8,paid,95401
2.1607E+12,5/17/20,8,paid,95402
2.16071E+12,5/17/20,8,paid,95403
2.16072E+12,5/17/20,8,paid,95404
2.16074E+12,5/17/20,8,paid,95405
2.16074E+12,5/17/20,8,paid,95406
2.16075E+12,5/17/20,8,paid,95407
2.16075E+12,5/17/20,6.4,paid,95408
2.16076E+12,5/17/20,8,paid,95410
2.16076E+12,5/17/20,8,paid,95411
2.16077E+12,5/17/20,8,paid,95412
2.16077E+12,5/17/20,8,paid,95413
2.16077E+12,5/17/20,8,paid,95414
2.16077E+12,5/17/20,8,paid,95415
2.16078E+12,5/17/20,8,paid,95416
2.16078E+12,5/17/20,8,paid,95417
2.16079E+12,5/17/20,8,paid,95418
2.16079E+12,5/17/20,8,paid,95419
2.1608E+12,5/17/20,8,paid,95422
2.16082E+12,5/17/20,8,paid,95423
2.16083E+12,5/17/20,8,paid,95424
2.16083E+12,5/17/20,8,paid,95425
2.16084E+12,5/17/20,8,paid,95426
2.16085E+12,5/17/20,8,paid,95428
2.16086E+12,5/17/20,8,paid,95429
2.16087E+12,5/17/20,8,paid,95431
2.16089E+12,5/17/20,8,paid,95433
2.16089E+12,5/17/20,8,paid,95434
2.16091E+12,5/17/20,8,paid,95436
2.16091E+12,5/17/20,8,paid,95437
2.16092E+12,5/17/20,8,paid,95438
2.16092E+12,5/17/20,8,paid,95439
2.16094E+12,5/17/20,8,paid,95441
2.16096E+12,5/17/20,8,paid,95442
2.16097E+12,5/17/20,8,paid,95443
2.16098E+12,5/17/20,8,paid,95444
2.16098E+12,5/17/20,8,paid,95445
2.16099E+12,5/17/20,6.4,paid,95447
2.16099E+12,5/17/20,8,paid,95448
2.16102E+12,5/17/20,8,paid,95449
2.16102E+12,5/17/20,8.57,paid,95450
2.16106E+12,5/17/20,8,paid,95451
2.16108E+12,5/17/20,8,paid,95452
2.1611E+12,5/17/20,8,paid,95458
2.1611E+12,5/17/20,8,paid,95459
2.1611E+12,5/17/20,8,paid,95464
2.1611E+12,5/17/20,8,paid,95471
2.1611E+12,5/17/20,5,paid,95473
2.1611E+12,5/17/20,8,paid,95475
2.1611E+12,5/17/20,8,paid,95476
2.1611E+12,5/17/20,8,paid,95479
2.1611E+12,5/17/20,8,paid,95483
2.1611E+12,5/17/20,6.4,paid,95486
2.1611E+12,5/17/20,8,paid,95488
2.1611E+12,5/17/20,8,paid,95490
2.1611E+12,5/17/20,8,paid,95491
2.1611E+12,5/17/20,5,paid,95496
2.1611E+12,5/17/20,5.35,paid,95502
2.1611E+12,5/17/20,6,paid,95505
2.1611E+12,5/17/20,8,paid,95507
2.1611E+12,5/17/20,8,paid,95508
2.1611E+12,5/17/20,8,paid,95509
2.1611E+12,5/17/20,0,paid,95511
2.1611E+12,5/17/20,8,paid,95512
2.1611E+12,5/17/20,8,paid,95517
2.1611E+12,5/17/20,8,paid,95518
2.1611E+12,5/17/20,8,paid,95529
2.16111E+12,5/17/20,8,paid,95538
2.16111E+12,5/17/20,5,paid,95543
2.16111E+12,5/17/20,8,paid,95545
2.16111E+12,5/17/20,5,paid,95547
2.16111E+12,5/17/20,5,paid,95549
2.16111E+12,5/17/20,8,paid,95555
2.16111E+12,5/17/20,8,paid,95571
2.16111E+12,5/17/20,8,paid,95574
2.16111E+12,5/17/20,8,paid,95575
2.16111E+12,5/17/20,8,paid,95579
2.16111E+12,5/17/20,8,paid,95586
2.16111E+12,5/17/20,8,paid,95588
2.16111E+12,5/17/20,8,paid,95590
2.16111E+12,5/17/20,8,paid,95592
2.16111E+12,5/17/20,8,paid,95593
2.16111E+12,5/17/20,8,paid,95601
2.16111E+12,5/17/20,8,paid,95603
2.16111E+12,5/17/20,8,paid,95606
2.16112E+12,5/17/20,8,paid,95613
2.16112E+12,5/17/20,8,paid,95616
2.16112E+12,5/17/20,8,paid,95622
2.16112E+12,5/17/20,8,paid,95624
2.16112E+12,5/17/20,8,paid,95625
2.16112E+12,5/17/20,8,paid,95628
2.16112E+12,5/17/20,8,paid,95632
2.16112E+12,5/17/20,8,paid,95633
2.16112E+12,5/17/20,8,paid,95637
2.16112E+12,5/17/20,8,paid,95642
2.16112E+12,5/17/20,8,paid,95654
2.16112E+12,5/17/20,8,paid,95655
2.16112E+12,5/17/20,8,paid,95658
2.16112E+12,5/17/20,8,paid,95661
2.16112E+12,5/17/20,8,paid,95667
2.16112E+12,5/17/20,8,paid,95668
2.16112E+12,5/17/20,8,paid,95674
2.16112E+12,5/17/20,8,paid,95682
2.16113E+12,5/17/20,8,paid,95687
2.16113E+12,5/17/20,8,paid,95692
2.16113E+12,5/17/20,8,paid,95694
2.16113E+12,5/17/20,8,paid,95695
2.16113E+12,5/17/20,8,paid,95696
2.16113E+12,5/17/20,8,paid,95697
2.16113E+12,5/17/20,8,paid,95704
2.16113E+12,5/17/20,8,paid,95727
2.16113E+12,5/17/20,8,paid,95736
2.16113E+12,5/17/20,8,paid,95740
2.16113E+12,5/17/20,8,paid,95745
2.16113E+12,5/17/20,8,paid,95749
2.16113E+12,5/17/20,8,paid,95750
2.16113E+12,5/17/20,8,paid,95758
2.16113E+12,5/17/20,8,paid,95760
2.16114E+12,5/17/20,8,paid,95782
2.16114E+12,5/17/20,8,paid,95789
2.16114E+12,5/17/20,8,paid,95797
2.16114E+12,5/17/20,8,paid,95798
2.16114E+12,5/17/20,8,paid,95803
2.16114E+12,5/17/20,8,paid,95806
2.16114E+12,5/17/20,8,paid,95810
2.16114E+12,5/17/20,8,paid,95816
2.16114E+12,5/17/20,8,paid,95819
2.16114E+12,5/17/20,8,paid,95820
2.16114E+12,5/17/20,8,paid,95822
2.16115E+12,5/17/20,8,paid,95830
2.16115E+12,5/17/20,8,paid,95831
2.16115E+12,5/17/20,8,paid,95833
2.16115E+12,5/17/20,8,paid,95836
2.16115E+12,5/17/20,8,paid,95842
2.16115E+12,5/17/20,8,paid,95848
2.16115E+12,5/17/20,8,paid,95852
2.16115E+12,5/17/20,8,paid,95859
2.16115E+12,5/17/20,8,paid,95863
2.16115E+12,5/17/20,8,paid,95866
2.16115E+12,5/17/20,8,paid,95868
2.16115E+12,5/17/20,8,paid,95870
2.16115E+12,5/17/20,8,paid,95883
2.16115E+12,5/17/20,8,paid,95885
2.16115E+12,5/17/20,8,paid,95887
2.16115E+12,5/17/20,8,paid,95889
2.16115E+12,5/17/20,8,paid,95890
2.16116E+12,5/17/20,8,paid,95893
2.16116E+12,5/17/20,8,paid,95900
2.16116E+12,5/17/20,8,paid,95902
2.16116E+12,5/17/20,8,paid,95903
2.16116E+12,5/17/20,8,paid,95904
2.16116E+12,5/17/20,8,paid,95905
2.16116E+12,5/17/20,8,paid,95906
2.16116E+12,5/17/20,8,paid,95908
2.16116E+12,5/17/20,8,paid,95910
2.16116E+12,5/17/20,8,paid,95911
2.16116E+12,5/17/20,8,paid,95917
2.16116E+12,5/17/20,8,paid,95925
2.16116E+12,5/17/20,8,paid,95927
2.16116E+12,5/17/20,8,paid,95938
2.16116E+12,5/17/20,8,paid,95939
2.16116E+12,5/17/20,8,paid,95940
2.16116E+12,5/17/20,8,paid,95949
2.16117E+12,5/17/20,8,paid,95953
2.16117E+12,5/17/20,8,paid,95959
2.16117E+12,5/17/20,8,paid,95962
2.16117E+12,5/17/20,8,paid,95964
2.16117E+12,5/17/20,8,paid,95969
2.16117E+12,5/17/20,8,paid,95973
2.16117E+12,5/17/20,8,paid,95974
2.16117E+12,5/17/20,8,paid,95975
2.16117E+12,5/17/20,8,paid,95978
2.16117E+12,5/17/20,5,paid,95981
2.16117E+12,5/17/20,5,paid,95984
2.16117E+12,5/17/20,8,paid,95985
2.16117E+12,5/17/20,8,paid,95987
2.16117E+12,5/17/20,5,paid,95989
2.16117E+12,5/17/20,8,paid,95991
2.16117E+12,5/17/20,8,paid,95996
2.16117E+12,5/17/20,5,paid,95997
2.16117E+12,5/17/20,8,paid,95998
2.16117E+12,5/17/20,5,paid,96006
2.16117E+12,5/17/20,8,paid,96007
2.16117E+12,5/17/20,8,paid,96014
2.16118E+12,5/17/20,8,paid,96019
2.16118E+12,5/17/20,8,paid,96036
2.16118E+12,5/17/20,5,paid,96041
2.16118E+12,5/17/20,5.36,paid,96042
2.16118E+12,5/17/20,8,paid,96043
2.16118E+12,5/17/20,5,paid,96046
2.16118E+12,5/17/20,5,paid,96047
2.16118E+12,5/17/20,8,paid,96048
2.16118E+12,5/17/20,8,paid,96050
2.16118E+12,5/17/20,8,paid,96051
2.16118E+12,5/17/20,5,paid,96056
2.16118E+12,5/17/20,8,paid,96060
2.16118E+12,5/17/20,8,paid,96061
2.16118E+12,5/17/20,5,paid,96062
2.16118E+12,5/17/20,8,paid,96063
2.16118E+12,5/17/20,8,paid,96067
2.16118E+12,5/17/20,6,paid,96068
2.16118E+12,5/17/20,8,paid,96069
2.16118E+12,5/17/20,8,paid,96071
2.16118E+12,5/17/20,5,paid,96072
2.16119E+12,5/17/20,8,paid,96077
2.16119E+12,5/17/20,5,paid,96078
2.16119E+12,5/17/20,8,paid,96088
2.16119E+12,5/17/20,8,paid,96092
2.16119E+12,5/17/20,8,paid,96093
2.16119E+12,5/17/20,8,paid,96094
2.16119E+12,5/17/20,5,paid,96096
2.16119E+12,5/17/20,8,paid,96098
2.16119E+12,5/17/20,8,paid,96099
2.16119E+12,5/17/20,8,paid,96100
2.16119E+12,5/17/20,5.33,paid,96101
2.16119E+12,5/17/20,5,paid,96106
2.16119E+12,5/17/20,8,paid,96108
2.16119E+12,5/17/20,8,paid,96109
2.16119E+12,5/17/20,8,paid,96112
2.16119E+12,5/17/20,8,paid,96115
2.16119E+12,5/17/20,8,paid,96116
2.16119E+12,5/17/20,8,paid,96126
2.16119E+12,5/17/20,8,paid,96127
2.16119E+12,5/17/20,8,paid,96128
2.16119E+12,5/17/20,5,paid,96130
2.1612E+12,5/17/20,5,paid,96136
